card_name	set_name	printing
Blistering Barrier	Mirage	
Blistering Barrier	Mirage	
Bloodrock Cyclops	Weatherlight	
Bloodrock Cyclops	Weatherlight	
Bloodrock Cyclops	Weatherlight	
Dwarven Nomad	Mirage	
Dwarven Nomad	Mirage	
Dwarven Warriors	Fourth Edition	
Dwarven Warriors	Fourth Edition	
Dwarven Warriors	Fourth Edition	
Dwarven Warriors	Fourth Edition	
Dwarven Warriors	Fourth Edition	
Errantry	Ice Age	
Eternal Warrior	Fifth Edition	
Eternal Warrior	Fifth Edition	
Eternal Warrior	Fourth Edition	
Eternal Warrior	Fourth Edition	
Eternal Warrior	Fourth Edition	
Eternal Warrior	Fourth Edition	
Eternal Warrior	Fourth Edition	
Firebreathing	Fifth Edition	
Fit of Rage	Weatherlight	
Fit of Rage	Weatherlight	
Fit of Rage	Weatherlight	
Flare	Mirage	
Flare	Mirage	
Flare	Mirage	
Flare	Mirage	
Flare	Mirage	
Flowstone Giant	Tempest	
Flowstone Giant	Tempest	
Flowstone Giant	Tempest	
Giant Strength	Fourth Edition	
Giant Strength	Fourth Edition	
Giant Strength	Fourth Edition	
Giant Strength	Fourth Edition	
Giant Strength	Tempest	
Giant Strength	Tempest	
Giant Strength	Tempest	
Goblin War Drums	Fallen Empires	
Hill Giant	Fourth Edition	
Hill Giant	Fourth Edition	
Hill Giant	Fourth Edition	
Hill Giant	Fourth Edition	
Imposing Visage	Fifth Edition	
Imposing Visage	Ice Age	
Imposing Visage	Ice Age	
Mons's Goblin Raiders	Fourth Edition	
Mons's Goblin Raiders	Fourth Edition	
Mons's Goblin Raiders	Fourth Edition	
Mons's Goblin Raiders	Fourth Edition	
Mons's Goblin Raiders	Fifth Edition	
Mountain Yeti	Chronicles	
Sisters of the Flame	Fourth Edition	
Sisters of the Flame	Fourth Edition	
Sisters of the Flame	Fourth Edition	
Sisters of the Flame	Fourth Edition	
Sisters of the Flame	Fourth Edition	
Sisters of the Flame	Fourth Edition	
Stone Giant	Fourth Edition	
Stone Giant	Fourth Edition	
Alabaster Potion	Fourth Edition	
Alabaster Potion	Fourth Edition	
Benalish Hero	Fourth Edition	
Benalish Hero	Fourth Edition	
Benalish Hero	Fourth Edition	
Benalish Hero	Fourth Edition	
Brainwash	Fourth Edition	
Brainwash	Fourth Edition	
Brainwash	Fourth Edition	
Brainwash	Fourth Edition	
Brainwash	Fourth Edition	
Circle of Protection: Blue	Tempest	
Circle of Protection: Blue	Fourth Edition	
Circle of Protection: Blue	Fourth Edition	
Death Speakers	Fifth Edition	
Death Ward	Ice Age	
Guided Strike	Weatherlight	
Guided Strike	Weatherlight	
Guided Strike	Weatherlight	
Healing Salve	Fifth Edition	
Healing Salve	Mirage	
Healing Salve	Mirage	
Healing Salve	Mirage	
Healing Salve	Mirage	
Heavy Ballista	Weatherlight	
Heavy Ballista	Weatherlight	
Holy Strength	Fourth Edition	
Holy Strength	Fourth Edition	
Holy Strength	Fourth Edition	
Holy Strength	Fourth Edition	
Holy Strength	Fourth Edition	
Kelsinko Ranger	Ice Age	
Kjeldoran Guard	Ice Age	
Mesa Falcon	Fifth Edition	
Mesa Falcon	Homelands	
Mesa Falcon	Homelands	
Mesa Falcon	Homelands	
Mesa Pegasus	Fourth Edition	
Mesa Pegasus	Fourth Edition	
Mesa Pegasus	Fourth Edition	
Mesa Pegasus	Fourth Edition	
Mtenda Herder	Mirage	
Mtenda Herder	Mirage	
Mtenda Herder	Mirage	
Mtenda Herder	Mirage	
Mtenda Herder	Mirage	
Mtenda Herder	Mirage	
Noble Elephant	Mirage	
Noble Elephant	Mirage	
Noble Elephant	Mirage	
Pearled Unicorn	Fourth Edition	
Pearled Unicorn	Fourth Edition	
Pearled Unicorn	Fourth Edition	
Pearled Unicorn	Fifth Edition	
Pikemen	Fourth Edition	
Pikemen	Fourth Edition	
Pikemen	Fourth Edition	
Prismatic Ward	Fifth Edition	
Rally	Ice Age	
Repentant Blacksmith	Fifth Edition	
Shield Wall	Fifth Edition	
Tundra Wolves	Fourth Edition	
Tundra Wolves	Fourth Edition	
Warning	Ice Age	
Nyxborn Wolf	Born of the Gods	
Rise to the Challenge	Born of the Gods	
Griffin Dreamfinder	Born of the Gods	
Nyxborn Eidolon	Born of the Gods	
Charging Badger	Born of the Gods	
Grisly Transformation	Born of the Gods	
Nyxborn Rollicker	Born of the Gods	
Sudden Storm	Born of the Gods	
Sunspire Gatekeepers	Dragon's Maze	
Weapon Surge	Dragon's Maze	
Gruul Guildgate	Dragon's Maze	
Azimaet Drake	Mirage	
Azimaet Drake	Mirage	
Dandan	Chronicles	
Deep Water	The Dark	
Dream Fighter	Mirage	
Dream Fighter	Mirage	
Dream Fighter	Mirage	
Dream Fighter	Mirage	
Dream Fighter	Mirage	
Enervate	Fifth Edition	
Errant Minion	Ice Age	
Errant Minion	Ice Age	
Flood	Fourth Edition	
Flood	Fourth Edition	
Flood	Fourth Edition	
Fog Elemental	Weatherlight	
Fog Elemental	Weatherlight	
Gaseous Form	Fifth Edition	
Gaseous Form	Fifth Edition	
Homarid Warrior	Fifth Edition	
Homarid Warrior	Fallen Empires	
Shatter	Fourth Edition	
Shatter	Fourth Edition	
Shatter	Fourth Edition	
Shatter	Fourth Edition	
Suq'Ata Lancer	Visions	
Suq'Ata Lancer	Visions	
Suq'Ata Lancer	Visions	
Suq'Ata Lancer	Visions	
Paralyze	Fourth Edition	
Paralyze	Fourth Edition	
Paralyze	Fourth Edition	
Howl from Beyond	Fourth Edition	
Howl from Beyond	Fourth Edition	
Howl from Beyond	Fourth Edition	
Paralyze	Fourth Edition	
Paralyze	Fourth Edition	
Paralyze	Fourth Edition	
Sewer Rats	Mirage	
Sewer Rats	Mirage	
Sewer Rats	Mirage	
Unholy Strength	Fourth Edition	
Unholy Strength	Fourth Edition	
Unholy Strength	Fourth Edition	
Unholy Strength	Fourth Edition	
Negate	Magic 2015 (M15)	
Power Sink	Fourth Edition	
Power Sink	Fourth Edition	
Debilitating Injury	Khans of Tarkir	
Forsaken Drifters	Born of the Gods	
Scout the Borders	Khans of Tarkir	
Throttle	Khans of Tarkir	
Ironroot Treefolk	Fourth Edition	
Grizzly Bears	Fourth Edition	
Grizzly Bears	Fourth Edition	
Ironroot Treefolk	Fourth Edition	
Ironroot Treefolk	Fourth Edition	
Amulet of Kroog	Fourth Edition	
Amulet of Kroog	Fourth Edition	
Amulet of Kroog	Fourth Edition	
Amulet of Kroog	Fourth Edition	
Ashnod's Battle Gear	Fourth Edition	
Ashnod's Transmogrant	Chronicles	
Clay Statue	Fourth Edition	
Clay Statue	Fourth Edition	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Coiled Tinviper	Tempest	
Wall of Spears	Fifth Edition	
Yotian Soldier	Fourth Edition	
Yotian Soldier	Fourth Edition	
Yotian Soldier	Fourth Edition	
Yotian Soldier	Fourth Edition	
Healing Hands	Magic Origins	
Guardian Automaton	Magic Origins	
Subterranean Scout	Magic Origins	
Disperse	Magic Origins	
Hitchclaw Recluse	Magic Origins	
Knight of the Pilgrim's Road	Magic Origins	
Deep-Sea Terror	Magic Origins	
Healing Hands	Magic Origins	
Dragon Fodder	Magic Origins	
Nivix Barrier	Magic Origins	
Bellows Lizard	Magic Origins	
Hitchclaw Recluse	Magic Origins	
Nivix Barrier	Magic Origins	
Rhox Maulers	Magic Origins	
Centaur Token	Return to Ravnica	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Goblin Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Morph Token	Khans of Tarkir	
Pharika's Cure	Theros	
Leaping Master	Khans of Tarkir	
Dutiful Return	Khans of Tarkir	
Dark Banishing	Mirage	
Dark Banishing	Mirage	
Mind Rot	Magic 2014 (M14)	
Mind Rot	Magic 2014 (M14)	
Mind Rot	Magic 2014 (M14)	
Mind Rot	Magic 2014 (M14)	
Sign in Blood	Magic 2015 (M15)	
Sign in Blood	Magic 2015 (M15)	
Sign in Blood	Magic 2015 (M15)	
Sign in Blood	Magic 2015 (M15)	
Tendrils of Despair	Weatherlight	
Urborg Mindsucker	Visions	
Urborg Mindsucker	Visions	
Urborg Mindsucker	Visions	
Disperse	Magic Origins	
Alchemist's Vial	Magic Origins	
Bellows Lizard	Magic Origins	
Watercourser	Magic Origins	
Aerial Volley	Magic Origins	
Ghirapur Gearcrafter	Magic Origins	
Rabid Bloodsucker	Magic Origins	
Orcish Farmer	Fifth Edition	
Dark Maze	Fifth Edition	
Pit Scorpion	Fifth Edition	
Kozilek's Sentinel	Battle for Zendikar	
Kalastria Healer	Battle for Zendikar	
Inspired Charge	Battle for Zendikar	
Felidar Cub	Battle for Zendikar	
Kozilek's Sentinel	Battle for Zendikar	
Touch of the Void	Battle for Zendikar	
Ondu Champion	Battle for Zendikar	
Felidar Cub	Battle for Zendikar	
Kozilek's Sentinel	Battle for Zendikar	
Unnatural Aggression	Battle for Zendikar	
Cathartic Adept	Shards of Alara	
Cathartic Adept	Shards of Alara	
Cathartic Adept	Shards of Alara	
Cathartic Adept	Shards of Alara	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Temur Banner	Khans of Tarkir	
Watercourser	Magic Origins	
Guardians of Meletis	Magic Origins	
Evolving Wilds	Battle for Zendikar	
Rush of Ice	Battle for Zendikar	
Natural Connection	Battle for Zendikar	
Unnatural Aggression	Battle for Zendikar	
Bone Saw	Oath of the Gatewatch	
Expedition Raptor	Oath of the Gatewatch	
Expedition Raptor	Oath of the Gatewatch	
Kor Scythemaster	Oath of the Gatewatch	
Kor Sky Climber	Oath of the Gatewatch	
Kor Sky Climber	Oath of the Gatewatch	
Kor Sky Climber	Oath of the Gatewatch	
Makindi Aeronaut	Oath of the Gatewatch	
Mighty Leap	Oath of the Gatewatch	
Ondu War Cleric	Oath of the Gatewatch	
Searing Light	Oath of the Gatewatch	
Shoulder to Shoulder	Oath of the Gatewatch	
Spawnbinder Mage	Oath of the Gatewatch	
Abstruse Interference	Oath of the Gatewatch	
Ancient Crab	Oath of the Gatewatch	
Ancient Crab	Oath of the Gatewatch	
Blinding Drone	Oath of the Gatewatch	
Blinding Drone	Oath of the Gatewatch	
Blinding Drone	Oath of the Gatewatch	
Comparative Analysis	Oath of the Gatewatch	
Comparative Analysis	Oath of the Gatewatch	
Containment Membrane	Oath of the Gatewatch	
Containment Membrane	Oath of the Gatewatch	
Cultivator Drone	Oath of the Gatewatch	
Gravity Negator	Oath of the Gatewatch	
Sweep Away	Oath of the Gatewatch	
Umara Entangler	Oath of the Gatewatch	
Umara Entangler	Oath of the Gatewatch	
Corpse Churn	Oath of the Gatewatch	
Kozilek's Translator	Oath of the Gatewatch	
Kozilek's Translator	Oath of the Gatewatch	
Kozilek's Translator	Oath of the Gatewatch	
Sky Scourer	Oath of the Gatewatch	
Sky Scourer	Oath of the Gatewatch	
Slaughter Drone	Oath of the Gatewatch	
Unnatural Endurance	Oath of the Gatewatch	
Unnatural Endurance	Oath of the Gatewatch	
Untamed Hunger	Oath of the Gatewatch	
Vampire Envoy	Oath of the Gatewatch	
Vampire Envoy	Oath of the Gatewatch	
Vampire Envoy	Oath of the Gatewatch	
Vampire Envoy	Oath of the Gatewatch	
Witness the End	Oath of the Gatewatch	
Zulaport Chainmage	Oath of the Gatewatch	
Boulder Salvo	Oath of the Gatewatch	
Brute Strength	Oath of the Gatewatch	
Brute Strength	Oath of the Gatewatch	
Brute Strength	Oath of the Gatewatch	
Brute Strength	Oath of the Gatewatch	
Consuming Sinkhole	Oath of the Gatewatch	
Goblin Freerunner	Oath of the Gatewatch	
Goblin Freerunner	Oath of the Gatewatch	
Maw of Kozilek	Oath of the Gatewatch	
Maw of Kozilek	Oath of the Gatewatch	
Zada's Commando	Oath of the Gatewatch	
Zada's Commando	Oath of the Gatewatch	
Canopy Gorger	Oath of the Gatewatch	
Elemental Uprising	Oath of the Gatewatch	
Elemental Uprising	Oath of the Gatewatch	
Lead by Example	Oath of the Gatewatch	
Loam Larva	Oath of the Gatewatch	
Netcaster Spider	Oath of the Gatewatch	
Saddleback Lagac	Oath of the Gatewatch	
Tajuru Pathwarden	Oath of the Gatewatch	
Tajuru Pathwarden	Oath of the Gatewatch	
Vines of the Recluse	Oath of the Gatewatch	
Catalog	Shadows Over Innistrad	
Puncturing Light	Shadows Over Innistrad	
Moldgraf Scavenger	Shadows Over Innistrad	
Pyre Hound	Shadows Over Innistrad	
Might Beyond Reason	Shadows Over Innistrad	
Vessel of Malignity	Shadows Over Innistrad	
Voldaren Duelist	Shadows Over Innistrad	
Watcher in the Web	Shadows Over Innistrad	
Devilthorn Fox	Shadows Over Innistrad	
Dual Shot	Shadows Over Innistrad	
Auger Spree	Return to Ravnica	
Sandstorm Charger	Dragons of Tarkir	
Kolaghan Skirmisher	Dragons of Tarkir	
Kolaghan Aspirant	Dragons of Tarkir	
Viashino Firstblade	Dragon's Maze	
Sunspire Gatekeepers	Dragon's Maze	
Morgue Burst	Dragon's Maze	
Sinister Possession	Dragon's Maze	
Choking Restraints	Eldritch Moon	
Spontaneous Mutation	Eldritch Moon	
Displace	Eldritch Moon	
Drakewing Krasis	Gatecrash	
Abzan Guide	Khans of Tarkir	
Abzan Guide	Khans of Tarkir	
Abzan Banner	Khans of Tarkir	
Abzan Guide	Khans of Tarkir	
Opaline Unicorn	Theros	
Abzan Banner	Khans of Tarkir	
Izzet Cluestone	Dragon's Maze	
Jeskai Banner	Khans of Tarkir	
Riot Gear	Gatecrash	
Spidersilk Net	Dragons of Tarkir	
Sultai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Sultai Banner	Khans of Tarkir	
Aerial Maneuver	Gatecrash	
Ainok Bond-Kin	Khans of Tarkir	
Alabaster Kirin	Khans of Tarkir	
Alabaster Kirin	Khans of Tarkir	
Alabaster Kirin	Khans of Tarkir	
Aven Skirmisher	Fate Reforged	
Aven Tactician	Dragons of Tarkir	
Boros Mastiff	Dragon's Maze	
Center Soul	Dragons of Tarkir	
Champion of Arashin	Dragons of Tarkir	
Champion of Arashin	Dragons of Tarkir	
Champion of Arashin	Dragons of Tarkir	
Champion of Arashin	Dragons of Tarkir	
Kill Shot	Khans of Tarkir	
Kill Shot	Khans of Tarkir	
Kill Shot	Khans of Tarkir	
Kill Shot	Khans of Tarkir	
Lightwalker	Dragons of Tarkir	
Mardu Hateblade	Khans of Tarkir	
Mardu Hordechief	Khans of Tarkir	
Mardu Hordechief	Khans of Tarkir	
Mardu Hordechief	Khans of Tarkir	
Sandblast	Fate Reforged	
Sandblast	Fate Reforged	
Sandcrafter Mage	Dragons of Tarkir	
Sandcrafter Mage	Dragons of Tarkir	
Setessan Griffin	Theros	
Trained Caracal	Return to Ravnica	
War Behemoth	Khans of Tarkir	
War Behemoth	Khans of Tarkir	
War Behemoth	Khans of Tarkir	
Aeronaut Tinkerer	Magic 2015 (M15)	
Benthic Giant	Theros	
Cancel	Khans of Tarkir	
Cancel	Khans of Tarkir	
Cancel	Khans of Tarkir	
Cancel	Khans of Tarkir	
Cancel	Khans of Tarkir	
Cancel	Khans of Tarkir	
Crackling Triton	Theros	
Divination	Magic 2015 (M15)	
Divination	Magic 2015 (M15)	
Divination	Magic 2015 (M15)	
Enhanced Awareness	Fate Reforged	
Inspiration	Return to Ravnica	
Jeskai Sage	Fate Reforged	
Jeskai Sage	Fate Reforged	
Jeskai Windscout	Khans of Tarkir	
Jeskai Windscout	Khans of Tarkir	
Jeskai Windscout	Khans of Tarkir	
Omenspeaker	Theros	
Palace Familiar	Dragons of Tarkir	
Palace Familiar	Dragons of Tarkir	
Scaldkin	Khans of Tarkir	
Scaldkin	Khans of Tarkir	
Scaldkin	Khans of Tarkir	
Scaldkin	Khans of Tarkir	
Scaldkin	Khans of Tarkir	
Scaldkin	Khans of Tarkir	
Sultai Skullkeeper	Fate Reforged	
Taigam's Scheming	Khans of Tarkir	
Uncovered Clues	Dragon's Maze	
Weave Fate	Khans of Tarkir	
Weave Fate	Khans of Tarkir	
Whirlwind Adept	Khans of Tarkir	
Whirlwind Adept	Khans of Tarkir	
Whirlwind Adept	Khans of Tarkir	
Will of the Naga	Fate Reforged	
Wind Drake	Dragon's Maze	
Write into Being	Fate Reforged	
Whirlwind Adept	Khans of Tarkir	
Bitter Revelation	Khans of Tarkir	
Disowned Ancestor	Khans of Tarkir	
Disowned Ancestor	Khans of Tarkir	
Krumar Bond-Kin	Khans of Tarkir	
Krumar Bond-Kin	Khans of Tarkir	
Lash of the Whip	Theros	
Molting Snakeskin	Khans of Tarkir	
Molting Snakeskin	Khans of Tarkir	
Rakshasa's Secret	Khans of Tarkir	
Rakshasa's Secret	Khans of Tarkir	
Rotting Mastodon	Khans of Tarkir	
Rotting Mastodon	Khans of Tarkir	
Rotting Mastodon	Khans of Tarkir	
Shambling Goblin	Dragons of Tarkir	
Sibsig Host	Fate Reforged	
Sultai Runemark	Fate Reforged	
Sultai Runemark	Fate Reforged	
Sultai Scavenger	Khans of Tarkir	
Sultai Scavenger	Khans of Tarkir	
Sultai Scavenger	Khans of Tarkir	
Unyielding Krumar	Khans of Tarkir	
Unyielding Krumar	Khans of Tarkir	
Vulturous Aven	Dragons of Tarkir	
Wandering Tombshell	Dragons of Tarkir	
Ainok Tracker	Khans of Tarkir	
Ainok Tracker	Khans of Tarkir	
Ainok Tracker	Khans of Tarkir	
Awe for the Guilds	Dragon's Maze	
Barrage of Boulders	Khans of Tarkir	
Barrage of Boulders	Khans of Tarkir	
Bloodfire Expert	Khans of Tarkir	
Bloodfire Expert	Khans of Tarkir	
Bloodfire Mentor	Khans of Tarkir	
Bloodfire Mentor	Khans of Tarkir	
Bloodfire Mentor	Khans of Tarkir	
Bloodfire Mentor	Khans of Tarkir	
Bring Low	Khans of Tarkir	
Bring Low	Khans of Tarkir	
Bring Low	Khans of Tarkir	
Canyon Lurkers	Khans of Tarkir	
Canyon Lurkers	Khans of Tarkir	
Canyon Lurkers	Khans of Tarkir	
Canyon Lurkers	Khans of Tarkir	
Canyon Lurkers	Khans of Tarkir	
Defiant Ogre	Fate Reforged	
Gore Swine	Fate Reforged	
Mardu Runemark	Fate Reforged	
Messenger's Speed	Theros	
Mugging	Gatecrash	
Smelt-Ward Gatekeepers	Dragon's Maze	
Summit Prowler	Khans of Tarkir	
Summit Prowler	Khans of Tarkir	
Tenement Crasher	Return to Ravnica	
Tin Street Market	Gatecrash	
Valley Dasher	Khans of Tarkir	
Valley Dasher	Khans of Tarkir	
Valley Dasher	Khans of Tarkir	
Volcanic Rush	Dragons of Tarkir	
Krenko's Enforcer	Magic 2015 (M15)	
Aerial Predation	Return to Ravnica	
Agent of Horizons	Theros	
Alpine Grizzly	Khans of Tarkir	
Alpine Grizzly	Khans of Tarkir	
Archers' Parapet	Khans of Tarkir	
Archers' Parapet	Khans of Tarkir	
Archers' Parapet	Khans of Tarkir	
Atarka Beastbreaker	Dragons of Tarkir	
Awaken the Bear	Khans of Tarkir	
Awaken the Bear	Khans of Tarkir	
Awaken the Bear	Khans of Tarkir	
Centaur's Herald	Return to Ravnica	
Conifer Strider	Dragons of Tarkir	
Conifer Strider	Dragons of Tarkir	
Dragonscale Boon	Khans of Tarkir	
Dragonscale Boon	Khans of Tarkir	
Dragonscale Boon	Khans of Tarkir	
Frontier Mastodon	Fate Reforged	
Glade Watcher	Dragons of Tarkir	
Glade Watcher	Dragons of Tarkir	
Kin-Tree Warden	Khans of Tarkir	
Naturalize	Dragons of Tarkir	
Nylea's Disciple	Theros	
Saruli Gatekeepers	Dragon's Maze	
Sedge Scorpion	Theros	
Spire Tracer	Gatecrash	
Stampeding Elk Herd	Dragons of Tarkir	
Tread Upon	Dragons of Tarkir	
Tread Upon	Dragons of Tarkir	
Tread Upon	Dragons of Tarkir	
Urban Burgeoning	Return to Ravnica	
Woolly Loxodon	Khans of Tarkir	
Woolly Loxodon	Khans of Tarkir	
Jump	Fourth Edition	
Jump	Fourth Edition	
Jump	Fourth Edition	
Phantasmal Terrain	Fourth Edition	
Phantasmal Terrain	Fourth Edition	
Sea Serpent	Fourth Edition	
Sea Serpent	Fourth Edition	
Sea Serpent	Fourth Edition	
Sea Serpent	Fourth Edition	
Armor of Thorns	Mirage	
Armor of Thorns	Mirage	
Armor of Thorns	Mirage	
Armor of Thorns	Mirage	
Bayou Dragonfly	Tempest	
Durkwood Boars	Fourth Edition	
Durkwood Boars	Fourth Edition	
Land Leeches	Fourth Edition	
Pradesh Gypsies	Fourth Edition	
Pradesh Gypsies	Fourth Edition	
Pradesh Gypsies	Fourth Edition	
Sandstorm	Fourth Edition	
Sandstorm	Fourth Edition	
Scryb Sprites	Fourth Edition	
Shanodin Dryads	Fourth Edition	
Shanodin Dryads	Fourth Edition	
Shanodin Dryads	Fourth Edition	
Stream of Life	Revised Edition	
Wall of Wood	Fourth Edition	
Cyclopean Mummy	Fourth Edition	
Cyclopean Mummy	Fourth Edition	
Cyclopean Mummy	Fourth Edition	
Darkling Stalker	Tempest	
Darkling Stalker	Tempest	
Darkling Stalker	Tempest	
Enfeeblement	Tempest	
Enfeeblement	Tempest	
Enfeeblement	Tempest	
Enfeeblement	Tempest	
Erg Raiders	Fourth Edition	
Fear	Fourth Edition	
Fear	Fourth Edition	
Murk Dwellers	Fourth Edition	
Murk Dwellers	Fourth Edition	
Murk Dwellers	Fourth Edition	
Murk Dwellers	Fourth Edition	
Soul Kiss	Ice Age	
Soulshriek	Mirage	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Vampire Bats	Fourth Edition	
Weakness	Fourth Edition	
Word of Binding	Fourth Edition	
Word of Binding	Fourth Edition	
Word of Binding	Fourth Edition	
Word of Binding	Fourth Edition	
Agility	Mirage	
Agility	Mirage	
Agility	Mirage	
Agility	Mirage	
Bird Maiden	Fifth Edition	
Brothers of Fire	Fourth Edition	
Brothers of Fire	Fourth Edition	
Brothers of Fire	Fourth Edition	
Brothers of Fire	Fourth Edition	
Brothers of Fire	Fourth Edition	
Brothers of Fire	Fourth Edition	
The Brute	Fourth Edition	
The Brute	Fourth Edition	
The Brute	Fifth Edition	
Chaos Charm	Mirage	
Dwarven Soldier	Fifth Edition	
Firebreathing	Fourth Edition	
Firebreathing	Fourth Edition	
Firebreathing	Fourth Edition	
Firebreathing	Fourth Edition	
Goblin Rock Sled	Fourth Edition	
Goblin Rock Sled	Fourth Edition	
Goblin Rock Sled	Fourth Edition	
Goblin Rock Sled	Fourth Edition	
Gray Ogre	Fourth Edition	
Gray Ogre	Fourth Edition	
Gray Ogre	Fourth Edition	
Gray Ogre	Fourth Edition	
Hurloon Minotaur	Fourth Edition	
Hurloon Minotaur	Fourth Edition	
Hurloon Minotaur	Fourth Edition	
Hurloon Minotaur	Fourth Edition	
Hurloon Minotaur	Fourth Edition	
Immolation	Fourth Edition	
Immolation	Fourth Edition	
Immolation	Fourth Edition	
Immolation	Fourth Edition	
Ironclaw Orcs	Fourth Edition	
Ironclaw Orcs	Fourth Edition	
Ironclaw Orcs	Fourth Edition	
Pyric Salamander	Mirage	
Pyric Salamander	Mirage	
Pyric Salamander	Mirage	
Pyric Salamander	Mirage	
Raging Spirit	Mirage	
Raging Spirit	Mirage	
Advance Scout	Tempest	
Advance Scout	Tempest	
Advance Scout	Tempest	
Alarum	Mirage	
Alarum	Mirage	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Circle of Protection: White	Tempest	
Cloudchaser Eagle	Tempest	
Cloudchaser Eagle	Tempest	
Cloudchaser Eagle	Tempest	
Dazzling Beauty	Mirage	
Dazzling Beauty	Mirage	
Death Ward	Fourth Edition	
Death Ward	Fourth Edition	
Death Ward	Fourth Edition	
Disempower	Mirage	
Disempower	Mirage	
Disempower	Mirage	
Femeref Scouts	Mirage	
Femeref Scouts	Mirage	
Femeref Scouts	Mirage	
Femeref Knight	Mirage	
Femeref Knight	Mirage	
Healing Salve	Fourth Edition	
Healing Salve	Fourth Edition	
Healing Salve	Fourth Edition	
Healing Salve	Fourth Edition	
Keepers of the Faith	Chronicles	
Morale	Fourth Edition	
Morale	Fourth Edition	
Morale	Fourth Edition	
Piety	Fourth Edition	
Piety	Fourth Edition	
Piety	Fourth Edition	
Piety	Fourth Edition	
Prismatic Circle	Mirage	
Prismatic Circle	Mirage	
Samite Healer	Fourth Edition	
Samite Healer	Fourth Edition	
Samite Healer	Fourth Edition	
Seeker	Fourth Edition	
Seeker	Fourth Edition	
Seeker	Fourth Edition	
Seeker	Fourth Edition	
Merfolk of the Pearl Trident	Magic 2013 (M13)	
War Falcon	Magic 2013 (M13)	
Canyon Minotaur	Magic 2013 (M13)	
Golgari Cluestone	Dragon's Maze	
Beetleform Mage	Dragon's Maze	
Bane Alley Blackguard	Dragon's Maze	
Dimir Cluestone	Dragon's Maze	
Selesnya Cluestone	Dragon's Maze	
Clear a Path	Dragon's Maze	
Thrashing Mossdog	Dragon's Maze	
Cloak of Invisibility	Mirage	
Cloak of Invisibility	Mirage	
Cloak of Invisibility	Mirage	
Creature Bond	Fourth Edition	
Creature Bond	Fourth Edition	
Creature Bond	Fourth Edition	
Creature Bond	Fourth Edition	
Fishliver Oil	Chronicles	
Flight	Fourth Edition	
Flight	Fourth Edition	
Flight	Fourth Edition	
Flight	Fourth Edition	
Gaseous Form	Fourth Edition	
Gaseous Form	Fourth Edition	
Gaseous Form	Fourth Edition	
Giant Tortoise	Fourth Edition	
Giant Tortoise	Fourth Edition	
Giant Tortoise	Fourth Edition	
Giant Tortoise	Fourth Edition	
Giant Tortoise	Fourth Edition	
Kindle	Tempest	
Weakness	Fourth Edition	
Weakness	Fourth Edition	
Weakness	Fourth Edition	
Weakness	Fourth Edition	
Invisibility	Magic 2015 (M15)	
Sungrace Pegasus	Magic 2015 (M15)	
Sungrace Pegasus	Magic 2015 (M15)	
Divine Favor	Magic 2015 (M15)	
Divine Favor	Magic 2015 (M15)	
Ephemeral Shields	Magic 2015 (M15)	
Fugitive Wizard	Magic 2015 (M15)	
Invisibility	Magic 2015 (M15)	
Marked by Honor	Magic 2015 (M15)	
Marked by Honor	Magic 2015 (M15)	
Midnight Guard	Magic 2015 (M15)	
Peel from Reality	Magic 2015 (M15)	
Razorfoot Griffin	Magic 2015 (M15)	
Sanctified Charge	Magic 2015 (M15)	
Sanctified Charge	Magic 2015 (M15)	
Solemn Offering	Magic 2015 (M15)	
Sungrace Pegasus	Magic 2015 (M15)	
Welkin Tern	Magic 2015 (M15)	
Welkin Tern	Magic 2015 (M15)	
Welkin Tern	Magic 2015 (M15)	
Bitter Revelation	Khans of Tarkir	
